,名前,説明,画像,動画,属性情報→,,,,個数
tokenId,name,description,image_url,animation_url,place,image quality,,,
275,#275 🙏Itadakimasu Man🙏 2020/11/26,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 275 ディーン＆デルーカ広尾店のトリュフエッグサンドイッチをchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=5zgGF7lwl4o](https://www.youtube.com/watch?v=5zgGF7lwl4o)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/275.jpg,,home,normal,,,1
274,#274 🙏Itadakimasu Man🙏 2020/11/25,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 274 西麻布おなかにごほうびのベリーベリーチョコをウーバーイーツでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=wgcc3BwkXGo](https://www.youtube.com/watch?v=wgcc3BwkXGo)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/274.jpg,,home,normal,,,1
273,#273 🙏Itadakimasu Man🙏 2020/11/24,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 273 代官山の隠れ家カフェバー、コルティヴァーレのホロっとスペアリブカレーLiteをchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=YG5LTzREBfI](https://www.youtube.com/watch?v=YG5LTzREBfI)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/273.jpg,,home,normal,,,1
272,#272 🙏Itadakimasu Man🙏 2020/11/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 272 焼肉チャンピオン恵比寿本店の焼肉チャンピオンロールをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=0HA0hFcFUJE](https://www.youtube.com/watch?v=0HA0hFcFUJE)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/272.jpg,,home,normal,,,1
271,#271 🙏Itadakimasu Man🙏 2020/11/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 271 鉄板肉飯ぶち旨亭恵比寿本店の熟成牛たん和牛ハンバーグ肉飯（温玉付き）をWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=F2TTRR6FYtM](https://www.youtube.com/watch?v=F2TTRR6FYtM)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/271.jpg,,home,normal,,,1
270,#270 🙏Itadakimasu Man🙏 2020/11/21,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 270 メルトサンドイッチの店、ポタメルト中目黒店のベジタブルメルトBOXをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=iFBw9R59Fd8](https://www.youtube.com/watch?v=iFBw9R59Fd8)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/270.jpg,,home,normal,,,1
269,#269 🙏Itadakimasu Man🙏 2020/11/20,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 269 【豪華版】渋谷のんべい横丁の零のローストビーフのローストビーフとブロッコリー（Mサイズ）をchompyでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=b1AxVsasZ_E](https://www.youtube.com/watch?v=b1AxVsasZ_E)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/269.jpg,,home,normal,,,1
268,#268 🙏Itadakimasu Man🙏 2020/11/19,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 268 西麻布のレモン料理店、東京CAMP（旧まんいんモンレい）のスパイシーレモンカレーをchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=xFRRx7ii18k](https://www.youtube.com/watch?v=xFRRx7ii18k)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/268.jpg,,home,normal,,,1
267,#267 🙏Itadakimasu Man🙏 2020/11/18,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 267 渋谷並木橋バイミースタンドの3種のチーズ入りサンドイッチ「サノバチーズ」をテイクアウトして食べてみた  \n[https://www.youtube.com/watch?v=ldJcT3qoqBM](https://www.youtube.com/watch?v=ldJcT3qoqBM)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/267.jpg,,home,normal,,,1
266,#266 🙏Itadakimasu Man🙏 2020/11/17,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 266 富ヶ谷のカフェ、ボンダイコーヒーサンドウィッチーズのBLTEサンドをchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=PdttxD-Xlwg](https://www.youtube.com/watch?v=PdttxD-Xlwg)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/266.jpg,,home,normal,,,1
265,#265 🙏Itadakimasu Man🙏 2020/11/16,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 265 恵比寿のデリバリー専業サラダ店グリットトゥデイの筋トレしている人向けサラダ、バルク・ポップをchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=p7DOCMcE0Xo](https://www.youtube.com/watch?v=p7DOCMcE0Xo)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/265.jpg,,home,normal,,,1
264,#264 🙏Itadakimasu Man🙏 2020/11/15,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 264 アイリッシュパブ、ダブリナーズカフェ＆パブ渋谷店のジャンボフィッシュサンドをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=0fcQsNIzCnw](https://www.youtube.com/watch?v=0fcQsNIzCnw)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/264.jpg,,home,normal,,,1
263,#263 🙏Itadakimasu Man🙏 2020/11/14,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 263 麻布十番のアメリカングリル＆イタリアン、ディディグランデのアメリカ産牛ハラミ180gステーキをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=tUcj0Vb1sR8](https://www.youtube.com/watch?v=tUcj0Vb1sR8)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/263.jpg,,home,normal,,,1
262,#262 🙏Itadakimasu Man🙏 2020/11/13,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 262 LA発の卵料理専門店eggslut渋谷ミヤシタパーク店のフェアファックスサンドをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=q41KSdbIzfw](https://www.youtube.com/watch?v=q41KSdbIzfw)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/262.jpg,,home,normal,,,1
261,#261 🙏Itadakimasu Man🙏 2020/11/12,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 261 池尻大橋のサラダ専門店サラドのオリジナルBBQコブサラダ（タニーケイジャンドレッシング）をchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=kbRCuGj-Slk](https://www.youtube.com/watch?v=kbRCuGj-Slk)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/261.jpg,,home,normal,,,1
260,#260 🙏Itadakimasu Man🙏 2020/11/11,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 260 恵比寿の食用大麻専門店ヘンプカフェトーキョーのアボカドメキシカンサラダをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=b9ApHkcL7ko](https://www.youtube.com/watch?v=b9ApHkcL7ko)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/260.jpg,,home,normal,,,1
259,#259 🙏Itadakimasu Man🙏 2020/11/10,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 259 外苑前の中華、青山シャンウェイの毛沢東スペアリブ（ハーフ）をchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=okm7wIgW_p8](https://www.youtube.com/watch?v=okm7wIgW_p8)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/259.jpg,,home,normal,,,1
258,#258 🙏Itadakimasu Man🙏 2020/11/09,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 258 西麻布のデリバリー専門店、麻布一飯の台湾ルーローハンをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=GygBnqkW98E](https://www.youtube.com/watch?v=GygBnqkW98E)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/258.jpg,,home,normal,,,1
257,#257 🙏Itadakimasu Man🙏 2020/11/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 257 表参道のスープ専門店アス アジアンスープキッチンのスリランカフィッシュカレーをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=E6qsdEk5KOU](https://www.youtube.com/watch?v=E6qsdEk5KOU)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/257.jpg,,home,normal,,,1
256,#256 🙏Itadakimasu Man🙏 2020/11/07,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 256 西麻布のサラダ店さらだのあるせいかつの腸活サラダをchompyのらくとく便でデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=TC9XaGHd1QY](https://www.youtube.com/watch?v=TC9XaGHd1QY)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/256.jpg,,home,normal,,,1
255,#255 🙏Itadakimasu Man🙏 2020/11/06,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 255 恵比寿のイタリアン、ダルマットのトリュフ乗せたまご揚げサンドをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=Rjcu89G4UBM](https://www.youtube.com/watch?v=Rjcu89G4UBM)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/255.jpg,,home,normal,,,1
254,#254 🙏Itadakimasu Man🙏 2020/11/05,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 254 ヘブンリーアイランドライフスタイル代官山のハーブ鶏のモチコフライドチキンプレート 淡路島オニオンポン酢をchompyでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=XDSdNk2_JPA](https://www.youtube.com/watch?v=XDSdNk2_JPA)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/254.jpg,,home,normal,,,1
253,#253 🙏Itadakimasu Man🙏 2020/11/04,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 253 渋谷並木橋バイミースタンドのパイナップル、タンドリーチキン入りサンドイッチ、パイナップルエクスプレスをテイクアウトして食べてみた  \n[https://www.youtube.com/watch?v=lRYVxHF3VCo](https://www.youtube.com/watch?v=lRYVxHF3VCo)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/253.jpg,,home,normal,,,1
252,#252 🙏Itadakimasu Man🙏 2020/11/03,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 252 ウッドベリーコーヒーロースターズ渋谷店のグラノーラボウル（マイベストオリジナル）をテイクアウトして食べてみた  \n[https://www.youtube.com/watch?v=9zIZU5qMamQ](https://www.youtube.com/watch?v=9zIZU5qMamQ)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/252.jpg,,home,normal,,,1
251,#251 🙏Itadakimasu Man🙏 2020/11/02,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 251 インド料理ニルヴァーナニューヨーク東京ミッドタウンのチキン・カティロール＆ダールスープをWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=V4mJmKgprtY](https://www.youtube.com/watch?v=V4mJmKgprtY)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/251.jpg,,home,normal,,,1
250,#250 🙏Itadakimasu Man🙏 2020/11/01,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 250 西麻布の低糖質食専門店マッスルバディの鶏胸肉とビタミン野菜（ミニ）をWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=F5niskJsIOQ](https://www.youtube.com/watch?v=F5niskJsIOQ)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/250.jpg,,home,normal,,,1
249,#249 🙏Itadakimasu Man🙏 2020/10/31,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 249 ヴィーガン料理専門店ファラフェルブラザーズ恵比寿店のファラフェルサンドイッチ（フルサイズ）をWoltでデリバリーして食べてみた  \n[https://www.youtube.com/watch?v=iPhwNr5Yq2c](https://www.youtube.com/watch?v=iPhwNr5Yq2c)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/249.jpg,,home,normal,,,1
248,#248 🙏Itadakimasu Man🙏 2020/10/30,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 248 【期間限定全品半額】渋谷のんべい横丁の零のローストビーフのローストビーフとブロッコリー（Sサイズ）をchompyでデリバリー  \n[https://www.youtube.com/watch?v=II_FmnyaT_4](https://www.youtube.com/watch?v=II_FmnyaT_4)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/248.jpg,,home,normal,,,1
247,#247 🙏Itadakimasu Man🙏 2020/10/29,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 247 ヘルシー＆高タンパク弁当、鶏あえずタンパク渋谷店のグリルチキンサラダをchompyでデリバリー  \n[https://www.youtube.com/watch?v=MlrHmvDkPCk](https://www.youtube.com/watch?v=MlrHmvDkPCk)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/247.jpg,,home,normal,,,1
246,#246 🙏Itadakimasu Man🙏 2020/10/28,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 246 タイ・チェンマイ料理チョンプー渋谷パルコ店の鯖のカオヤムをWoltでデリバリー  \n[https://www.youtube.com/watch?v=QOJ5xAYs7IA](https://www.youtube.com/watch?v=QOJ5xAYs7IA)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/246.jpg,,home,normal,,,1
245,#245 🙏Itadakimasu Man🙏 2020/10/27,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 245 ロブスターロール専門店ルークスロブスター表参道店のクラブ＆シュリンプロールをWoltでデリバリー  \n[https://www.youtube.com/watch?v=yp4VdJHji3o](https://www.youtube.com/watch?v=yp4VdJHji3o)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/245.jpg,,home,normal,,,1
244,#244 🙏Itadakimasu Man🙏 2020/10/26,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 244 池尻大橋のサラダ専門店サラドのキヌアとゴロゴロ野菜のサラダ（クリーミーセサミドレッシング）をchompyでデリバリー  \n[https://www.youtube.com/watch?v=L1uf94bMmjo](https://www.youtube.com/watch?v=L1uf94bMmjo)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/244.jpg,,home,normal,,,1
243,#243 🙏Itadakimasu Man🙏 2020/10/25,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 243 池尻大橋のお粥専門店 CAYUZO の大台湾粥をWoltでデリバリー  \n[https://www.youtube.com/watch?v=rjIA6QQNB5o](https://www.youtube.com/watch?v=rjIA6QQNB5o)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/243.jpg,,home,normal,,,1
242,#242 🙏Itadakimasu Man🙏 2020/10/24,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 242 東京魯肉飯代官山本店のオリエンタルマサラチキン咖喱をテイクアウト  \n[https://www.youtube.com/watch?v=HN_BXeK3XR8](https://www.youtube.com/watch?v=HN_BXeK3XR8)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/242.jpg,,home,normal,,,1
241,#241 🙏Itadakimasu Man🙏 2020/10/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 241 CITYSHOP青山のプロテインサラダBOXをWoltでデリバリー  \n[https://www.youtube.com/watch?v=puaL7DR41QI](https://www.youtube.com/watch?v=puaL7DR41QI)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/241.jpg,,home,normal,,,1
240,#240 🙏Itadakimasu Man🙏 2020/10/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 240 ブルージャムカフェ麻布十番のカリフォルニアオムレツをWoltでデリバリー  \n[https://www.youtube.com/watch?v=WrdXSjz9QeA](https://www.youtube.com/watch?v=WrdXSjz9QeA)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/240.jpg,,home,normal,,,1
239,#239 🙏Itadakimasu Man🙏 2020/10/21,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 239 渋谷並木橋のサンドイッチ店バイミースタンドのバインミー「バイミー」をテイクアウト  \n[https://www.youtube.com/watch?v=EK97V0XJvaY](https://www.youtube.com/watch?v=EK97V0XJvaY)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/239.jpg,,home,normal,,,1
238,#238 🙏Itadakimasu Man🙏 2020/10/20,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 238 オーガニックインド料理ミラン・ナタラジ渋谷店のパラクパニール（ほうれん草とチーズのカレー）をchompyのらくとく便でデリバリー  \n[https://www.youtube.com/watch?v=0nEaczrcA2c](https://www.youtube.com/watch?v=0nEaczrcA2c)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/238.jpg,,home,normal,,,1
237,#237 🙏Itadakimasu Man🙏 2020/10/19,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n横顔 237 六本木のダイニングバー、アールツーサパークラブのザータルハーブチキンをchompyでデリバリー  \n[https://www.youtube.com/watch?v=_KIGeQ3M69I](https://www.youtube.com/watch?v=_KIGeQ3M69I)",ipfs://QmTFECgQM8NBQ8YVZZ879rirpjUA4mFKJZ5WKyC4AbwNKG/237.jpg,,home,normal,,,1
